unique_id,image_description,generated_caption,semantic_similarity
2a295baf78,"An image from The Guardian showing a person in a white shirt serving food to another person in a teal shirt, with a focus on the interaction and the setting which appears to be a cafe or food establishment.",a man and woman in a kitchen talking to each other people,0.2760831713676452
1c70381854,"A woman with a blue rosette reading 'R!' stands in front of a European Union flag backdrop, with a blurred face and a 'The Guardian' logo in the corner.",two women with blue ribbons and the words ' the guardian ',0.3570345044136047
1789b9bacb,A silhouette of a person holding fish against a sunset backdrop with a watermark of 'The Guardian'.,a man standing on top of a boat with a fish,0.5097306370735168
10472c7b9c,"Two women are shown side by side, one with black hair and glasses, the other with red hair and a blue background with 'The Guardian' logo.",two women with glasses and one with a black hair,0.76639723777771
2b3aad2bb3,A woman with dark hair and a necklace stands in front of a blurred green background. The logo of 'The Guardian' is visible in the bottom right corner.,a woman with long dark hair and a necklace,0.6447649598121643
0a0d8f731d,"A woman in a maroon shirt is surrounded by people, some taking photos, in a crowded outdoor setting.",a woman is surrounded by people in a crowd,0.6124522686004639
0fdd1b6c00,"A person holds a sign that says 'I stand with Diane' in front of a crowd at a protest. The sign also includes the words 'BLACK SOCIALIST' and 'VOICE'. The crowd appears diverse, and the setting seems to be outdoors with trees in the background.",a woman holding a book in front of a crowd,0.456834614276886
2f8a287336,"The image shows the European Union flag and Big Ben against a clear blue sky. The flag is prominently displayed, and the architecture of the clock tower is visible in the background.",the guardian - the guardian,0.1008146032691001
08d87efd88,"The image shows the United States Supreme Court building with an American flag flying in front. The sky is clear, and there are trees in the foreground.","the u s supreme court in washington, with the words live guardian",0.3974120020866394
28efa9c2af,A helicopter is captured in mid-flight over a densely populated urban area with buildings and a flag visible in the background.,a helicopter flying over a city with a flag,0.7642304301261902
00783db398,"An older man with a white beard and glasses, wearing a light grey suit and a white shirt, is speaking into a microphone. The background is out of focus with a hint of a dark structure. The logo of 'The Guardian' is visible in the bottom right corner.",a man in a suit and glasses speaking into a microphone,0.5804439783096313
0f4c4b82d3,"A man and a woman stand behind a rusty fence, with the man's face blurred out. The woman is wearing a patterned shirt and the man is in a light blue shirt. They are looking towards a background that appears to be a dilapidated structure.",the guardian - season 1 episode 2,0.0761837884783744
30bd8b4956,"The image shows a person holding a copy of the London Evening Standard newspaper with a headline about Harry's claim over 'attacking' William. The newspaper is red and white, and the person is wearing a red jacket. The background is blurred but appears to be an outdoor setting.",a newspaper with the headline of the prince and duchess,0.5517874956130981
12daf21920,"An image of three individuals, two men and one woman, walking out of a building with a sign that reads 'ATTORNEYS LAW ENFORCEMENT MESSENGERS ONLY' and 'The Guardian' logo at the bottom. The individuals are dressed in business attire, and the setting appears to be a formal environment.",a man and woman walking out of a building,0.5303508639335632
193b46bac6,"A group of individuals seated at a conference table with microphones, one man is actively speaking, and another is taking notes. The setting suggests a formal meeting or press conference, with a watermark of 'The Guardian' visible on the image.",boris grelly and boris grelly at the garian,0.1759093850851059
27cff56cf4,A crowd of people at a political rally with a sign that reads 'KEIN PLATZ FUR NAZIS!' and a European Union flag.,a crowd of people holding up a sign that says the guardian news,0.4895026087760925
0b94215697,"A man stands in front of a group of people with his arms outstretched, in front of a backdrop with 'The Guardian Opinions' logo.",a man in a white shirt is standing in front of a crowd,0.6085613369941711
1192dad6c8,"A man and a woman are standing close to each other, smiling, with a microphone attached to the woman's blazer. The background is dark with light rays shining down. The logo of 'The Guardian' is visible in the bottom right corner.",a man and woman are standing next to each other people,0.5749584436416626
0d46cf5ecf,"A group of people seated around a table with drinks, with one man in a suit and tie, in a room with a warm color scheme and a framed picture on the wall.",a group of people sitting around a table,0.6680544018745422
218b73adfe,"A man in a suit is seen entering a building with the number 10 on the door, and the logo of 'The Guardian' is visible in the foreground.",a man in a suit and tie walking out of a door,0.5662937164306641
2795a7978e,"A composite image featuring three men, with the faces blurred, and a microphone with 'The Guardian' logo in the bottom right corner.","the guardian, the guardian and the guardian",0.4182067513465881
227ab320e4,"A black and white photo of four men in military uniforms, two of whom are seated and three are standing, with one man holding a jacket and another holding a bag. The image is credited to The Guardian.",the guardian - the guardian,0.3870724141597748
14659cf008,"A man in a suit and a woman in a blue blazer are standing in front of a yellow bus with 'Liberal Democrats' and 'Yellow Hammer 1' written on it, with a 'The Guardian' watermark.",a man and woman standing in front of a yellow bus,0.6368916630744934
0e4c5fa01e,"A man stands at a podium with a microphone, in front of a red background with the words 'CHANGE Vote Labour' and the logo of The Guardian. The man is wearing a white shirt and a tie.",a man in a white shirt and tie speaking into a microphone,0.6100926995277405
13183be159,"A group of people, some holding cameras and flags, are gathered in front of a building with a sign that reads 'The Guardian Opinions'. The setting appears to be a public event or rally.",the indian prime is waving his hands in the air,0.1802263557910919
2c87c9f975,"A collection of antique silver spoons with intricate designs, displayed against a white background, with the logo of 'The Guardian' in the bottom right corner.",a group of spoons and spoons with the words the guardian,0.6470972895622253
011133d42e,A man with a microphone stands in front of a blue background with the Guardian logo.,a man with long hair and a blue shirt,0.3259038925170898
2dd9dc7324,"A man stands at a podium with microphones, flanked by the American and South African flags, with a watermark of 'The Guardian' on the right.",a man in a suit and tie standing at a podium,0.5266292095184326
0dee8df9c9,"An image of a man in a suit with his hand on his forehead, standing in front of a flag with a Star of David, with the text 'The Observer Opinions' below.",the israeli president is shown in this image,0.3807853460311889
11093cf0c8,"A man in a suit and tie is speaking, with the logo of 'The Guardian' visible in the bottom right corner.",a man in a suit and tie speaking into a microphone,0.6709956526756287
245cf9c47b,"A man in a cowboy hat stands at a podium with a microphone, addressing an audience with American flags in the background, with the logo of 'The Guardian' visible in the corner.",a man in a hat and suit speaking into a microphone,0.5466488003730774
0f1b10d393,"An embroidered tapestry depicting a medieval scene with mounted knights and horses, with the text 'HIC WILLELM.D.VX' visible, suggesting a historical or royal context.","the oser, a textile art exhibition",0.4103058576583862
12eb71273d,"A woman stands in a room with a red refrigerator and balloons, with a 'Happy Birthday' balloon visible, and a 'Guardian' logo in the corner.",a woman standing in front of a kitchen,0.4458125829696655
1d6d75e0c9,"A woman with raised fist stands at a podium with microphones, in front of a backdrop with 'The Guardian' logo and partially visible text 'omic...', suggesting a political or activist event.",a woman standing at a podium with her hands up,0.7362086176872253
1272fb6ace,"A man with grey hair and glasses is seen from the side, wearing a dark suit and a blue shirt, with a yellow background behind him.",a man with glasses talking to another man,0.4349217414855957
02ed1c1271,"A man stands at a podium with a microphone, wearing a dark suit and a blue tie, with a sign that reads 'The Guardian' in front of him. The background features a banner with 'Reform UK' and a partial view of a map of the UK.",a man in a suit and tie standing at a podium,0.6615886092185974
1a36eb67e1,"Three individuals stand at podiums on a stage with blue and purple lighting, one of whom is speaking into a microphone. The BBC logo is visible on the podium. The Guardian logo is in the bottom right corner.",two men on stage with the guardian,0.4531401395797729
233592baa8,"A man in a black suit stands on a bridge with a calm body of water and a boat in the background, with the 'The Live Guardian' logo overlaying the image.",a man in a suit standing on a dock,0.5937632322311401
2cb9851fb8,"A woman and a child are playing with sand in a sandbox, with a graffiti-covered wall in the background and a 'The Guardian' logo in the corner.",a woman and child playing in the sand,0.807369589805603
23de5484c5,"A person pours water from a white kettle into a blue cup, with a digital display showing a battery level indicator and a temperature gauge, next to a smart device displaying a battery level of 477 degrees Celsius.",a woman pouring water into a cup,0.4617498517036438
019d49ecc3,A man with dark hair and a blue shirt is in the foreground with a blurred background. The text 'The Guardian Opinions' is visible in the bottom right corner.,a man in a suit and tie with the capt of the capt,0.191691905260086
1ba592fda1,"A man in a suit holding a green briefcase with 'COP26' written on it, standing in front of a backdrop with a blue and green design, likely at a COP26 event, with The Guardian logo in the corner.",a man in a suit holding a green bag,0.6433376669883728
25a204a423,"A group of individuals wearing orange vests with 'West Transport' and 'West Distribution' labels are seated in a circle facing a speaker, with a man in a suit and tie addressing them. The setting appears to be an outdoor warehouse or industrial area. The Guardian logo is visible in the bottom right corner.",a group of people sitting in chairs talking,0.3089756369590759
1970d7b109,"A man in a white shirt and tie is gesturing while speaking to a group of people in a meeting room. The man is the focus, and the others are in the background. The room has a whiteboard and a flag is visible in the corner. The image is credited to The Guardian.",a man in a white shirt and tie talking to a woman,0.5493276119232178
31c72508c5,An older man in a suit stands in front of a red curtain with a blue 'The Guardian' logo in the bottom right corner.,a man in a suit and tie standing in front of a red curtain,0.736329197883606
07ea91f51d,"A man in a blue suit stands at a podium with a microphone, with American flags in the background and the logo of 'The Guardian' on a red banner.",president trump and vice bider speak to the media,0.308378517627716
18d8fc3ee4,"An individual stands in front of two signs advocating for job security and longer breaks, with the Amazon Labor Union logo visible on one sign.","a man walks past posters for the campaign ' vote yes ' in london, britain, on january 26",0.1356271207332611
015811b055,A construction site with scaffolding and a partially built brick structure with a red roof.,the guardian building site in the city of edinburgh,0.3648252487182617
2307f1964d,"An array of open public-school textbooks with various colors and designs, some pages are illuminated, suggesting a focus on specific content.",the guardian - the guardian,0.1988570392131805
05618be317,"A group of students in school uniforms are seen walking away from a building, some holding folders and hats, with the Guardian Opinions logo in the foreground.",the garians - the garians,0.1197840124368667
19c99dc849,A group of cyclists in red and black uniforms are riding on a road with a car in the background. The cyclists are passing a car with a license plate 'GK58 OCH'. The scene is set in an urban environment with trees and a building in the background. The Guardian logo is visible in the bottom right corner.,a group of people riding bikes down a street,0.5358879566192627
3002d3e105,"A large military cargo plane is on the tarmac with several people and vehicles around it, including a yellow taxi and a white van. The setting appears to be a tropical location with palm trees in the background.",a large plane sitting on top of an airport runway,0.4887252748012543
010fc220b7,"A man stands in front of a crowd at a 'GB People's Forum' event, gesturing with his right hand. The audience is seated, and the setting appears to be a formal gathering with red and blue lighting. The logo of 'The Guardian' is visible in the bottom right corner.",president obama speaks to the crowd at the republican forum,0.3743610084056854
1315468a4c,"A person is holding a large wreath of red and yellow flowers, with a crowd in the background, possibly at a memorial or remembrance event.",a woman wearing a flower lei,0.4174850285053253
1ac8963fce,"A man stands in front of a mosque with a blue and white dome, a white minaret, and a brown facade. The sky is partly cloudy, and there is a person in the background walking.",a man with a beard standing in front of a church,0.4666130840778351
1432e51207,"A panoramic view of Edinburgh's historic buildings, including the Scottish Parliament building and the Old Town, with a clear blue sky above.",the guardian - the guardian,0.1265603005886078
07e8813ee1,"A woman and a boy are sitting at a table with a laptop, with the boy wearing a red sweater and the woman in a floral dress. The image is cropped to focus on the two subjects and the laptop screen.",a woman and a boy sitting at a table with a laptop,0.8970472812652588
080d316ec5,"A group of medical workers in protective gear stand behind a counter in a public setting, with a person pointing at them. The environment suggests a healthcare or emergency situation, with a sign in Chinese and a foreign publication logo visible.","people wearing protective gear wait at a counter at a subway station in tokyo on march 26, 2020",0.4648785293102264
26a40bd352,"An older man in a suit stands in front of a backdrop with Hebrew text, likely a news conference or press event.",a man in a suit and tie speaking into a microphone,0.5101553797721863
0c9d53805d,"Two armed police officers stand in the middle of a street with debris and damaged vehicles in the background, with a sign indicating '25 41 91' and a 'CORRIMANT' sign visible.",two police officers walking down a street,0.5906168222427368
17450b2ff0,"A man gesturing with his hand, standing in front of a screen with a list of 'My first steps for change' and the Labour logo, with 'The Observer Opinions' at the bottom.",a man in a white shirt and tie is speaking on a screen,0.4133322536945343
28161e6f59,"A group of people are gathered outside a building with banners reading 'Food for thought', 'Let us inspire you', and 'KEY COLLECTION HERE'. The banners also mention 'GOLD AWARD IN THE TEACHING EXCELLENCE FRAMEWORK'. The sky is partly cloudy, and there are trees and a grassy area in the foreground.",the guardian building with people walking outside,0.3992326855659485
17c5671f2b,"A man and a woman are sitting on a bus, with the man holding a camera and the woman holding a water bottle. The bus is crowded with various items and people, and there are signs advertising 'Dee Vee Posters' and 'Aditya'.",two people sitting on a bus with a man holding a camera,0.7627135515213013
08f7935748,A person stands under an umbrella in front of a dilapidated house with a mountainous backdrop.,a person holding an umbrella walks past a house in the rain,0.604769229888916
10344b318c,"A person is shown in a headstand position with their hands on their hips, wearing a white shirt against a yellow background, with the logo of 'The Guardian' in the bottom right corner.",a man doing yoga on a yellow background,0.376171350479126
21a881bdcd,"An aerial view of a densely packed urban area with numerous multi-story residential buildings, some with visible balconies and greenery.",the guardian - the guardian - the guardian,0.0719330757856369
233208bfcf,"An oil pump jack is set against a sunset sky with snow on the ground, and the logo of 'The Guardian' is visible in the bottom right corner.",the guardian oil company,0.5271552205085754
107ebc4565,"A 'SOLD' sign is placed on a 'FOR SALE' sign, with the logo of 'The Guardian' visible in the bottom right corner.",a sold sold sign with the words sold for sale,0.7502392530441284
2bf8e218e4,"A man stands in front of an American flag, with the logo of The Guardian in the bottom right corner.",a man in a suit and tie sits in front of an american flag,0.5488863587379456
1f65a9b2dd,"The image shows a building with a flag of Slovakia in front of it, with the logo of The Guardian Opinions in the foreground.",the garian opinion,0.2033427059650421
1201190a54,"A group of individuals seated in a meeting room, with one person holding a document. The setting suggests a formal event, possibly a press conference or a meeting, with cameras and microphones in the background.",the guardian ' s new campaign,0.1162248253822326
1bad3b2b7a,A man in a suit stands in front of a red curtain with the text 'The Guardian' in the bottom right corner.,a man in a suit and tie standing in front of a red curtain,0.7455461621284485
0e268b6553,A man in a suit and a purple tie stands in front of a plain background with the Guardian logo.,a man in a suit and tie with a turbal,0.5370807647705078
0a6ffd765c,"A woman with blonde hair and red glasses is speaking into a microphone, with a man in a suit to her right. The image is cropped to focus on the woman, and the background is blurred. The logo of 'The Guardian' is visible in the bottom right corner.",two women in glasses and one in a red dress,0.3437565863132477
06169e0e85,"The image shows a crowd of people at a protest with various signs, one of which reads 'WOMEN DESERVE COMPASSION, NOT PROSECUTION #TimeToAct'. The signs are colorful and the crowd is diverse.",a crowd of people holding signs and holding signs,0.5377984046936035
2c80d65f44,"A man in a suit stands at a podium with a microphone, with the logo of 'The Guardian' visible in the bottom right corner.",a man in a suit and tie speaking into a microphone,0.6613276600837708
1fa4e7f538,A man in a blue suit and red striped tie stands in front of a blurred green background with the Guardian logo and headline about Plaid Cymru and Welsh government.,a man in a suit and tie with the capt of the guardian,0.5521411895751953
110504a0dc,"A man in a grey suit and red tie sits at a desk with a glass of water, in front of a blurred background with a flag and a computer monitor.",a man in a suit sitting at a table,0.5160014033317566
18de3ad727,"An orange price tag with the word 'Goya' and a list of items with prices, displayed in a blurred background.",a sign that reads the guardian on a window,0.2543780207633972
23526e6edf,"An image from 'The Guardian' showing a person at a bar with a blurred face, a bartender, and a woman pointing at something on the table, with the headline 'Should Baby Reindeer’s creator have written about his alleged stalker?' visible.",the guardian - the guardian - the guardian - the guardian - the guardian - the guardian - the guardian,0.3109064698219299
29a91866d2,"A man in a suit and tie stands to the left, and a woman in a red jacket stands to the right, both facing forward with a blurred background, with the logo of 'The Guardian' visible in the bottom right corner.",the guardian and the guardian,0.4399404525756836
2281bfcb61,"A person holds a candle and a card with a picture of a person, with flowers in the background, under the logo of The Guardian.",a woman holds a candle and flowers as she holds a picture of her husband,0.6518588066101074
225b9c1736,"An image of a prison corridor with green staircases leading to a higher level, showing two inmates standing on the stairs, and a sign indicating 'The Guardian'.",the guardian - the guardian - the guardian - the guardian - the guardian - the guardian - the guardian,0.3205745220184326
080fc7aa3e,"A group of people in orange and white uniforms are carrying a stretcher with a person on it, being escorted by police officers. The scene is set outdoors with a building in the background. The image is overlaid with 'The Live Guardian' logo.",a man in an orange shirt is being carried by a man in a wheelchair,0.3853277564048767
10d3efbc2f,"The image shows a golden balance scale with the Earth on one side and the Big Ben building on the other, with the headline 'The Guardian Opinions' below it.",the guardian - the guardian - the guardian - the guardian,0.2779386639595032
1bb8f82845,"A woman sits on a red chair in front of a colorful abstract painting, wearing a white t-shirt with a graphic of a bridge and a red circle on it, and black pants. The Guardian logo is visible in the bottom right corner.",the guardian - the guardian,0.22004996240139
28d0905697,"The image shows a close-up of a newspaper headline from 'The Daily Telegraph' with the subtitle 'The Guardian' visible at the bottom. The headline reads 'UK government was 'scared', says man behind failed UAE-backed Telegraph bid'. The background is blurred, focusing on the text.",the guardian newspaper,0.5742740631103516
04cf538477,A man in a suit and tie with a thumbs-up gesture stands against a red background with 'The Guardian' logo.,a man in a suit and tie is giving the vulcan sign,0.5918317437171936
2a47afd5e3,"An image of a person with a blurred face, wearing a grey coat and a checkered scarf, standing in front of a building with a bicycle in the background, with a red 'The Guardian' logo overlay.",a woman in a gray coat and scarf smiles at the camera,0.4131291508674621
0baf02b1f9,"A man in a dark suit and red tie stands with a thumbs-up gesture against a red background, with the Guardian logo visible.",a man in a suit and tie is giving a thumbs,0.7245991230010986
17e5a21ff0,"A group of men sitting around a table with flags of Ukraine and the UK, with one man gesturing towards the camera. The setting appears to be a formal meeting or conference room.",the guardian - the guardian - the guardian - the guardian - the guardian - the guardian,0.0699907019734382
069ff4ce1f,"A woman with blonde hair and a black top is seen from the side, with a blue 'The Guardian' logo in the corner.",a woman in a black shirt and a man in a suit,0.2361085563898086
1c60f38bd7,A woman with blonde hair and a pink blazer is shown from the shoulders up against a blurred background.,a woman with blonde hair and a pink jacket,0.6928436756134033
1c22f28c87,"A woman in a grey coat and scarf is seen walking out of a building with a black gate, and the logo of 'The Guardian' is visible in the bottom right corner.",a woman in a gray coat and scarf,0.576560378074646
21d8f2a104,A woman with a thoughtful expression sits in front of a 'The Guardian' logo.,a woman with her finger on her lips,0.3201298117637634
09fd9b7884,"A crowd of protesters holding signs with messages against U.S. aid to Israel, with one sign reading 'END ALL U.S. AID TO ISRAEL!' and others with similar sentiments.",protesters hold signs during a protest in front of the capitol,0.6276139616966248
18b12cb468,"A crowd of people holding signs and flags, with one prominent sign reading 'FREEDOM FOR TOOMAJ SALEHI WOMAN LIFE FREEDOM ECHO IRAN' and another 'STOP EXECUTIONS IN IRAN!'.",people holding signs and holding flags in the street,0.5034586191177368
2ab8d1395f,"Three individuals stand in a field with a hazy, misty background. The person on the left is wearing a green jacket, a grey shirt, and a brown scarf. The middle person is in a grey coat and a white shirt with a tie. The person on the right is in a green jacket with a pink sweater underneath. They all have serious expressions.",the guardian season 2 trailer,0.0630717948079109
1bbee17474,A woman in a blue top stands in front of a blurred background with a man in a suit to her right. The logo of 'The Guardian' is visible in the bottom right corner.,a woman in a blue dress and a man in a suit,0.533135175704956
1ded65fee4,"An image of a woman walking past a Shein advertisement for a Spring Sale, with the ad featuring a model in a blue outfit and the text 'Spring Sale' and 'February 11th - March'. The Guardian logo is visible at the bottom right.",a woman walking through an elevator with a poster,0.3220568895339966
2c02425ec6,"A man in a dark suit and red tie stands at a podium with a microphone, gesturing with his right hand. The background is red, and there is a sign with the text 'BORDER SECURITY' in front of him. The logo of 'The Guardian' is visible in the bottom right corner.",a man in a suit and tie speaking into a microphone,0.4948114454746246
2cdaa4aa1a,"A man in a green sweatshirt with 'SNUB' written on it stands in front of a speaker and a microphone, with the text 'The Guardian Opinions' in the foreground.",the guardian - the guardian - the guardian - the guardian - the guardian - the guardian - the guardian,0.2472571581602096
24d888c4f9,A person holds up a sign with the text 'Shame on Chancellor Block!' in front of a sign that reads 'ALIFORNIA & STAFF DEMAND: NCELLOR LOCK'S SIGNATIO'. The image is associated with The Guardian logo in the bottom right corner.,a person holding up signs with the words ' same ' and ' same ',0.410475343465805
1d2229af83,"A pharmacist stands in a pharmacy aisle, reaching for a box of medication among shelves stocked with various medications and health products.",a man looking at a shelf full of medications,0.6236549019813538
137211f74a,"An aerial view of a cityscape with a mix of residential and commercial buildings, with a prominent skyscraper in the background, under a clear sky.",the guardian - the guardian - the guardian - the guardian,0.1027686297893524
2c90c83014,"A street scene with children and adults, with a headline from The Guardian about refugees in Lebanon.",the guardian - the guardian - the guardian - the guardian - the guardian - the guardian - the guardian,0.2688533663749695
0c9711a760,"A woman stands at a podium with a microphone, in front of a screen displaying the European Economic Congress logo and the text 'The Guardian Opinions'.",a woman standing at a podium with a microphone,0.7956482172012329
1b3da35cd5,"A person with glasses looking at a red planet with a blue sky in the background, with 'The Guardian' logo at the bottom.",the guardian - the guardian,0.3654822111129761
0e48960a38,"The image shows two actors on stage, one in a red coat and hat, and the other in a yellow and black military uniform, with a fifth person in the background. The setting appears to be a theater with a yellow and gold patterned backdrop.",a man in a red jacket and hat is standing next to a little boy in a red jacket,0.3030122518539428
2e7ffe6415,"A woman in a pink blazer stands at a podium with a microphone, gesturing with her right hand. The background is dark with a blue hue, and there is a sign with 'CPU' visible. The logo of 'The Guardian' is in the bottom right corner.",theresa may speaking at the guardian,0.3994873762130737
039b83c0ff,A man in a dark suit and maroon tie stands in front of a building with a glass door.,a man in a suit and tie walking down a street,0.507269024848938
0861b66499,"A woman with a blurred face stands against a red background with a white shirt and a silver necklace, with the Guardian logo in the corner.",a woman in a suit and tie is speaking into a microphone,0.159773588180542
2142a8c7dd,"A man in a suit stands in front of a framed map, with the logo of 'The Guardian' visible in the bottom right corner.",a man in a suit and tie is looking at the camera,0.4803615212440491
0426159289,"A man and a woman are standing in front of a crowd of reporters with microphones and cameras, with the man gesturing and the woman looking concerned. The setting appears to be an outdoor public space, possibly a street or a public square. The man is wearing a dark suit and tie, and the woman is in a green dress. The Guardian logo is visible in the bottom right corner of the image.",a woman in a green dress is surrounded by journalists,0.5829176902770996
2be9eea477,"A group of people, including a man with a beard and a woman with a headscarf, are gathered in front of Big Ben, holding signs for the Workers Party. The sky is partly cloudy, and the group is standing in front of a red banner with the Workers Party logo.",a group of people holding signs in front of a building,0.6096484661102295
1ec7832e96,"A man in a suit stands in the center of a group of people, some of whom are wearing headscarves, in a room with a white wall and a window in the background.",the guardian - the guardian - the guardian - the guardian - the guardian - the guardian - the guardian,0.0254413988441228
281ebfae07,The image shows a row of traditional brick houses with multiple chimneys against a clear blue sky. A street lamp is visible on the left side of the image.,the garan opinions - a guide to the garan opinions,0.0178102552890777
0b18a72e3a,"An elderly man with a cap and glasses is seated, wearing a blue shirt with stars, and has a ring on his finger. He is holding a pen in his right hand, and there is a partial view of a black bag in the background.",a man in a car with an american flag on his shirt,0.2519293427467346
1e3b145c7a,"Two individuals stand in front of a large building with a dome, possibly a government or historical structure, with a clear sky and clouds in the background. The person on the left is wearing a dark suit and red tie, while the person on the right is in a dark blazer and red top. The Guardian logo is visible in the bottom right corner.",a woman in a red dress and a man in a suit stand in front of a building,0.5542718768119812
319504ec60,"A silhouette of a person behind bars with their hand raised, with the text 'The Guardian Opinions' in the foreground.",the guardian - the guardian,0.464132010936737
2807b48ef7,"A man with a beard and glasses is pointing at the camera with a surprised expression, surrounded by other people in a room with blue seating.",a man with a beard and glasses is talking to another man,0.477859616279602
09afba4214,A group of immigration enforcement officers in dark uniforms are seen approaching a white van with a partially open door.,a police officer is standing next to a van,0.5383914709091187
2423419c49,"A man in a suit holding a red folder with 'The Guardian' logo, standing in front of a black car.",a man in a suit and tie is holding a book,0.471004843711853
19037e6881,"A line of soldiers in camouflage uniforms and tan combat boots stand in a row, with their feet visible, suggesting a formal or ceremonial event.",a group of soldiers walking down a street,0.4419885873794555
146b5c154e,"Two men in suits, one with a blurred face, are shown from the side profile, facing each other with microphones in front of them against a blue background.",two images of president donald and vice bid,0.3176837563514709
26bc7173bc,"Two individuals seated at a table with a blue background, engaged in a discussion, with a watermark of 'PBS.ORG/NEWSHOUR' visible.",a woman sitting at a table with a man in a suit,0.3702242076396942
10d075e571,"Two individuals in suits with their faces blurred, one with a flag pin on the lapel, against a neutral background.",two pictures of president donald and vice bid,0.3127296864986419
0b5ce5f659,"A medical professional is using an ultrasound machine on a patient's abdomen, with another healthcare worker observing.",a woman in scrubs is using a ultrasound machine,0.6614834070205688
0c72b8e5ba,A large group of people seated around a circular table in a conference room with a large screen displaying 'G7 ITALIA' and various national flags on the right side.,a large round table,0.5317952632904053
0d2753a42e,"A classroom with tables and chairs, some with tennis balls on top, and a globe in the background.",a classroom with tables and chairs,0.7930655479431152
0434ba4de0,"An image of a person with a blurred face, wearing a white shirt, standing in front of a background with the Indian flag and a computer screen displaying a graph. The person's face is obscured by a green rectangle, and there is a green label with the text 'Con-Grace' on the computer screen.",a man looks at a photo of indian prime pm naji,0.3826042711734772
222047e371,A display of Always brand tampons in a store with a sign above reading 'tampons'.,a display of tampass on a store shelf,0.5677059888839722
06833eeed3,A group of individuals in military attire carry a stretcher with a person on it through a grassy field on a cloudy day.,a group of people in the fog,0.3908270895481109
292031caba,"A man in a suit sits at a table with his hands clasped, in a courtroom with other individuals seated and a police officer standing in the background.",president trump signs a bill in the senate chamber,0.1971532702445984
02a93e5048,"The State of Utah building with the American flag and a dome, under a clear blue sky.",the building is gray,0.3637338578701019
1dbac9268b,"A group of individuals seated at a table with a yellow banner featuring the ANC logo, one person holding a microphone, and a poster of Nelson Mandela in the background.",a group of men sitting at a table,0.4258392453193664
1c62e2d186,"An older man with a white beard and wearing a black cap and glasses is speaking into a microphone. The background is blurred but shows a flag with red and white colors, suggesting an event or gathering.",a man with a beard and glasses speaking into a microphone,0.6895172595977783
3026162248,"A man in a suit and tie is clapping his hands, and another man in a suit and tie is holding a pen and writing on a paper.",two men in suits and ties sitting at a table,0.4669514000415802
13c4ddf0e9,"A group of people seated around a table with various dishes, in a setting that appears to be a traditional Chinese restaurant with a sign that reads 'CHAGHE'.",a group of people sitting at a table eating,0.6397240161895752
1db5b08ac8,"An image with a title 'Follow our Polling Tracker' and a subtitle 'MEXICO ELECTION 2024'. It features a horizontal line with three colored dots, each representing a different political party or candidate, with the green dot on the left, the orange dot in the middle, and the red dot on the right. The background is dark, and the lines are in lighter colors, possibly white or light grey.",follow your own with the following track,0.2407914698123932
1ea0783e2b,A green delivery truck with a large advertisement for AO.com featuring a smiley face and various household appliances.,a green truck,0.6181566715240479
310f7edec2,"Two police officers stand under blue umbrellas in front of a Shangri-La hotel in Singapore, with a yellow and black striped barrier in the foreground.",a police officer standing under an umbrella,0.6510699987411499
0550711c65,A map of Taiwan with multiple pink lines indicating the flight paths of Chinese balloons.,a map of the area where the earthquake occurred,0.3394909799098968
30d7112175,"A large tanker ship labeled 'LARKO' is seen in the water with a tugboat in the foreground, and a city skyline in the background.",a large ship in the water,0.6388492584228516
0a27138911,"A woman with short blonde hair and red lipstick is speaking into a microphone, with a blurred blue background.",a woman with blonde hair,0.5810961127281189
0225eacaf8,"A man in a brown hat and scarf is shown from the back, with a focus on his profile and the scarf, set against a plain background.",a man wearing a hat and a scarf,0.7466945648193359
220d4e54dc,"A color-coded map showing temperature changes over the past 50 years, with a trend from 1973 to 2023 indicated by a color scale below the map.",temperature map for the earth,0.6568061113357544
2c4bb12a77,"A crowd of people at a protest, holding signs advocating for climate action and against profit over planet.",people holding signs and protesting in the street,0.6491663455963135
0736e1560d,A woman with long braids sits on a bench in a garden with a gazebo in the background.,a woman sitting on a bench in a garden,0.742255687713623
26925823bb,"Two individuals are shown from the side, one with a blurred face and the other with a clear face, both against a dark blue background.",a close up of a man ' s face and a close up of a man ' s face,0.54306560754776
2d7819376c,"A woman is seen in a clothing store, examining a floral dress with a smile on her face.",a woman looking at clothes on a rack,0.5697660446166992
21013a3d3b,"A sign with the word 'PURDUE' in large black letters, a red and blue circular design, and the phrase 'RESIDENT BUILD WALL' in smaller text.","a sign outside the headquarters of the pure oil company in san, california",0.3423215746879577
0b5ff3dd2b,"An older man in a dark suit and light blue tie stands with a microphone in front of him, gesturing with his right hand. The background is blue with the CNN logo repeated.",bider is shown in this image,0.1744865626096725
24b7ad99d7,A man in a suit is speaking into a microphone on a stage with a 'Global Citizen Now' banner in the background.,a man in a suit and tie sitting on a chair,0.3504942059516907
147684d366,"Two individuals stand at podiums with microphones, surrounded by a circular stage with a dark background and a pattern of stars and stripes.",two men standing on stage,0.5861753225326538
21326126b2,A man in a suit points at the camera with a serious expression.,a man in a suit pointing at the camera,0.8151590824127197
03c1c5b631,The image shows a flag of the United Kingdom flying high against a backdrop of a clear blue sky with scattered clouds.,a british flag flying high in the sky,0.8231592178344727
